250	-0.03275
251	-0.03376
252	-0.03364
253	-0.03438
254	-0.03417
255	-0.0324
256	-0.032
257	-0.03335
258	-0.03308
259	-0.03397
260	-0.03526
261	-0.03535
262	-0.03491
263	-0.03513
264	-0.03452
265	-0.0336
266	-0.03315
267	-0.03356
268	-0.03343
269	-0.03281
270	-0.03202
271	-0.03121
272	-0.02801
273	-0.02285
274	-0.01911
275	-0.01296
276	-0.00383
277	0.00717
278	0.02229
279	0.04305
280	0.06806
281	0.10771
282	0.15707
283	0.22147
284	0.30492
285	0.40435
286	0.52452
287	0.67625
288	0.85016
289	1.05291
290	1.31048
291	1.60868
292	1.95607
293	2.37114
294	2.86714
295	3.42575
296	4.0716
297	4.81879
298	5.64649
299	6.60133
300	7.66364
301	8.86381
302	10.16436
303	11.59776
304	13.11014
305	14.73134
306	16.43954
307	18.2533
308	20.18687
309	22.20932
310	24.32526
311	26.54178
312	28.7996
313	31.09662
314	33.44764
315	35.8442
316	38.21936
317	40.63786
318	43.0693
319	45.44458
320	47.77941
321	50.07467
322	52.33094
323	54.48753
324	56.58258
325	58.581
326	60.57907
327	62.44009
328	64.20426
329	66.03639
330	67.7626
331	69.30293
332	70.80756
333	72.23203
334	73.47212
335	74.67016
336	75.77276
337	76.84868
338	77.82055
339	78.69017
340	79.55576
341	80.43887
342	81.22484
343	81.94436
344	82.65449
345	83.26556
346	83.78445
347	84.28414
348	84.76439
349	85.19046
350	85.59464
351	85.98202
352	86.30853
353	86.6589
354	86.94586
355	87.20782
356	87.44209
357	87.66156
358	87.85035
359	88.05682
360	88.20159
361	88.32224
362	88.43399
363	88.56219
364	88.62615
365	88.73822
366	88.8363
367	88.94129
368	88.99202
369	89.05861
370	89.09203
371	89.11454
372	89.06593
373	89.03614
374	89.035
375	89.03104
376	89.02386
377	89.03268
378	89.03671
379	88.98773
380	88.96156
381	88.97036
382	88.946
383	88.9327
384	88.95548
385	88.95037
386	88.96511
387	88.98808
388	88.99772
389	88.98234
390	89.008
391	88.99537
392	89.01258
393	88.95103
394	88.96349
395	88.91103
396	88.86557
397	88.83707
398	88.85767
399	88.83614
400	88.78516
401	88.70744
402	88.62576
403	88.56433
404	88.50191
405	88.48917
406	88.47322
407	88.4081
408	88.39583
409	88.33647
410	88.285
411	88.25346
412	88.22858
413	88.1664
414	88.10017
415	88.03049
416	87.96876
417	87.92289
418	87.8541
419	87.81808
420	87.78928
421	87.73413
422	87.67818
423	87.59511
424	87.52785
425	87.43422
426	87.39999
427	87.38126
428	87.37359
429	87.34394
430	87.33809
431	87.28048
432	87.19851
433	87.16055
434	87.1128
435	87.05159
436	86.99832
437	86.95745
438	86.90572
439	86.86429
440	86.82462
441	86.77705
442	86.74438
443	86.69539
444	86.66724
445	86.62275
446	86.57491
447	86.55003
448	86.50242
449	86.46162
450	86.4345
451	86.39215
452	86.31413
453	86.25485
454	86.17956
455	86.09306
456	86.07362
457	86.06449
458	86.04713
459	86.04509
460	86.03195
461	85.98092
462	85.91575
463	85.8762
464	85.83157
465	85.78969
466	85.76305
467	85.72487
468	85.70108
469	85.66048
470	85.61928
471	85.59048
472	85.56747
473	85.51567
474	85.44948
475	85.45229
476	85.37703
477	85.32938
478	85.2969
479	85.27574
480	85.21645
481	85.20554
482	85.19222
483	85.17014
484	85.16547
485	85.13118
486	85.11858
487	85.06958
488	85.04741
489	85.00829
490	84.99177
491	84.96108
492	84.95932
493	84.90266
494	84.84245
495	84.81948
496	84.777
497	84.73594
498	84.73685
499	84.746
500	84.68001
501	84.65874
502	84.61554
503	84.56625
504	84.54444
505	84.51931
506	84.48058
507	84.44553
508	84.42674
509	84.39287
510	84.37424
511	84.36234
512	84.36905
513	84.34523
514	84.31889
515	84.3055
516	84.27877
517	84.21184
518	84.19462
519	84.14702
520	84.11958
521	84.07458
522	84.07018
523	84.01872
524	84.01228
525	83.98524
526	83.98278
527	83.96284
528	83.94455
529	83.93214
530	83.89111
531	83.85015
532	83.82851
533	83.81022
534	83.78559
535	83.79666
536	83.8123
537	83.79013
538	83.77989
539	83.7425
540	83.71632
541	83.67883
542	83.65209
543	83.64648
544	83.65607
545	83.64218
546	83.61881
547	83.61345
548	83.57542
549	83.56656
550	83.53427
551	83.52579
552	83.52923
553	83.54805
554	83.52834
555	83.54832
556	83.54478
557	83.52685
558	83.50565
559	83.47322
560	83.45123
561	83.4226
562	83.38831
563	83.34563
564	83.35336
565	83.3438
566	83.34731
567	83.3263
568	83.32382
569	83.2851
570	83.24243
571	83.20333
572	83.19068
573	83.1759
574	83.16415
575	83.13963
576	83.12254
577	83.09284
578	83.05391
579	83.0024
580	83.00108
581	82.98842
582	82.96216
583	82.95622
584	82.95044
585	82.90746
586	82.8908
587	82.86607
588	82.82499
589	82.79897
590	82.79266
591	82.75204
592	82.74596
593	82.72339
594	82.73981
595	82.7114
596	82.69764
597	82.67342
598	82.68674
599	82.65984
600	82.64545
601	82.63863
602	82.65034
603	82.64243
604	82.64396
605	82.6524
606	82.63954
607	82.64073
608	82.63273
609	82.60815
610	82.60254
611	82.57497
612	82.57407
613	82.55688
614	82.53963
615	82.52374
616	82.52356
617	82.47714
618	82.47036
619	82.47141
620	82.44054
621	82.4388
622	82.4218
623	82.39182
624	82.37974
625	82.37216
626	82.3737
627	82.3969
628	82.41512
629	82.37225
630	82.36258
631	82.30939
632	82.27294
633	82.22029
634	82.23525
635	82.24883
636	82.28004
637	82.28687
638	82.31949
639	82.29872
640	82.2529
641	82.23817
642	82.19859
643	82.16773
644	82.15652
645	82.1757
646	82.15065
647	82.16928
648	82.13509
649	82.12573
650	82.13011
651	82.15228
652	82.14955
653	82.1751
654	82.16959
655	82.15299
656	82.10251
657	82.10126
658	82.08464
659	82.08307
660	82.06486
661	82.06814
662	82.0257
663	82.01948
664	82.01109
665	82.00132
666	82.00113
667	82.02811
668	82.02271
669	82.00511
670	82.00094
671	82.0042
672	82.0051
673	81.97803
674	81.99374
675	82.00502
676	81.98463
677	81.95596
678	81.98659
679	81.9659
680	81.95145
681	81.96351
682	81.95666
683	81.9466
684	81.9508
685	81.9714
686	81.96954
687	81.96876
688	81.97268
689	81.95592
690	81.92407
691	81.91382
692	81.92486
693	81.90117
694	81.9341
695	81.95685
696	81.98039
697	82.00366
698	82.03308
699	82.08918
700	82.12997
701	82.17848
702	82.22031
703	82.29881
704	82.28928
705	82.31367
706	82.30157
707	82.29598
708	82.27919
709	82.244
710	82.20088
711	82.1711
712	82.18048
713	82.13276
714	82.14801
715	82.13322
716	82.13457
717	82.10846
718	82.14265
719	82.1276
720	82.10743
721	82.1181
722	82.1051
723	82.05291
724	82.06809
725	82.08525
726	82.02716
727	82.00516
728	82.02271
729	81.96106
730	81.95815
731	81.96431
732	81.98676
733	81.98386
734	82.02205
735	82.00076
736	82.04636
737	82.0241
738	82.01521
739	81.99167
740	81.99689
741	81.96937
742	81.92508
743	81.90697
744	81.9024
745	81.8782
746	81.88773
747	81.90326
748	81.91887
749	81.93294
750	81.9654
751	81.92806
752	81.92437
753	81.87715
754	81.87302
755	81.8596
756	81.86514
757	81.83836
758	81.86603
759	81.86268
760	81.81343
761	81.81255
762	81.80537
763	81.77232
764	81.72203
